dataset,weighting_scheme,model_a,model_b,comparison_type,mean,ci_lo,ci_hi,cohens_d,effect_size_kind,p_value,n_bootstrap,notes,p_holm,rejected_holm
acs_income,voice_heavy,LogisticRegression,MLPClassifier,procedural_gap,0.055263697449771595,0.04694403397198815,0.06262541702652981,2.994108423081361,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,LogisticRegression,XGBClassifier,procedural_gap,0.05632195377258427,0.04909530886339551,0.06346942751359011,3.309652378603496,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,MLPClassifier,GradientBoostingClassifier,procedural_gap,0.004222155255742005,-0.004069180536805114,0.01288277784601311,0.21325869837063482,cohens_d,0.3274,10000,,1.0,False
acs_income,voice_heavy,MLPClassifier,KNeighborsClassifier,procedural_gap,-0.03916578449616061,-0.051160886795278075,-0.026052840902719025,-1.3356126305112983,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,MLPClassifier,XGBClassifier,procedural_gap,0.001058256322812673,-0.006350808751102594,0.008769224783697828,0.06014985579601816,cohens_d,0.791,10000,,1.0,False
acs_income,voice_heavy,RandomForestClassifier,GradientBoostingClassifier,procedural_gap,0.0011235127839763158,-0.007407696608601132,0.009074416522350734,0.05746977959944997,cohens_d,0.76,10000,,1.0,False
acs_income,voice_heavy,RandomForestClassifier,KNeighborsClassifier,procedural_gap,-0.0422644269679263,-0.05353781642505039,-0.030816110595396597,-1.602593223393554,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,RandomForestClassifier,LogisticRegression,procedural_gap,-0.058362339921537276,-0.06650994303904859,-0.04943230473113526,-2.9157513238898964,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,RandomForestClassifier,MLPClassifier,procedural_gap,-0.003098642471765689,-0.01387387887299983,0.00727610697746744,-0.12454987429988054,cohens_d,0.572,10000,,1.0,False
acs_income,voice_heavy,RandomForestClassifier,XGBClassifier,procedural_gap,-0.002040386148953016,-0.011246021796968365,0.006598039239554323,-0.09719551544152595,cohens_d,0.668,10000,,1.0,False
